Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
35.0,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,6646.0,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,0.4140834065160811,0,369.22222222222223,0.9444444444444444
33.0,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725.0,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,0.762981221268321,0,482.8125,0.8125
54.0,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725.0,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,1.733040020394104,0,630.8823529411765,0.5294117647058824
36.0,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,1.125783212141364,0,631.9285714285714,0.21428571428571427
27.0,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045.0,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,-1.0736634384098283,0,340.8333333333333,0.6666666666666666
20.0,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,1009.0,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,-1.4086570770412654,1,504.5,0.5
33.0,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,-0.6523345666561965,1,304.3636363636364,0.9090909090909091
35.0,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,-1.320705079253861,0,640.5,0.5
23.0,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819.0,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,-0.8233882682353763,0,469.8333333333333,0.5
25.0,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,-0.16633510829417913,0,970.2,0.6
38.0,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028.0,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,-0.4324545721876856,0,447.55555555555554,0.7777777777777778
29.0,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,-0.855400208606527,0,247.27272727272728,0.9090909090909091
48.0,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,8120.0,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,0.8907056298198825,0,624.6153846153846,0.15384615384615385
27.0,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647.0,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,-0.23229910663473238,0,663.8571428571429,0.8571428571428571
37.0,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,-0.22162845984434876,0,936.0,0.2
50.0,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,-0.6934003891525212,0,153.38095238095238,0.9523809523809523
34.0,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,1.0527054492738883,0,862.1,0.8
24.0,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,4577.0,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,-0.25493381194766734,1,915.4,0.4
39.0,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553.0,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,-0.2626942823406736,0,216.8095238095238,0.9523809523809523
32.0,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396.0,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,0.009892240213671464,0,490.54545454545456,0.9090909090909091
50.0,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,4903.5,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,-0.14935907930947792,1,258.07894736842104,0.21052631578947367
38.0,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625.0,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,0.7306459279641283,0,693.1818181818181,0.8181818181818182
27.0,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412.0,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,0.6617717532261977,0,741.2,0.9
32.0,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159.0,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,1.8733751933343008,0,1014.4545454545455,0.6363636363636364
47.0,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960.0,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,-0.131089638592609,0,236.1904761904762,0.3333333333333333
40.0,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,10475.0,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,1.6522017871336223,0,498.8095238095238,0.8571428571428571
53.0,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814.0,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,3.0552301636025465,0,448.90909090909093,0.15151515151515152
60.0,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,5405.0,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,0.012802416611048814,0,491.3636363636364,0.18181818181818182
27.0,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793.0,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,1.1083221537570997,0,879.3,0.9
50.0,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875.0,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,-0.48192757094310057,0,775.0,0.4
28.0,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,2216.0,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,-1.0183700868596586,1,201.45454545454547,0.6363636363636364
36.0,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713.0,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,2.052512718239529,0,1064.8181818181818,0.7272727272727273
38.0,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861.0,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,0.8069572201620232,0,714.6363636363636,0.09090909090909091
44.0,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708.0,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,-0.5359275107611025,0,370.8,0.5
47.0,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770.0,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,2.7176497015067738,0,474.82758620689657,0.7586206896551724
30.0,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304.0,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,-0.019856229626185884,0,482.1818181818182,0.7272727272727273
29.0,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642.0,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,-0.8806217373837975,0,1321.0,0.5
42.0,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759.0,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,-0.8427894442178918,1,344.875,0.25
43.0,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,0.46517316993670565,0,850.5,0.25
34.0,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142.0,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,0.2511135282629495,0,558.3636363636364,0.45454545454545453
23.0,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500.0,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,-0.9265378538757512,0,416.6666666666667,0.6666666666666666
39.0,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389.0,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,0.33098170272430566,0,491.46153846153845,0.6153846153846154
56.0,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103.0,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,1.8552674290839528,0,358.16129032258067,0.3225806451612903
40.0,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Single,2342.0,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,-0.9776276172963757,0,390.3333333333333,0.6666666666666666
27.0,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811.0,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,0.46743664046799915,0,681.1,0.7
29.0,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297.0,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,-0.9921784992832625,0,765.6666666666666,0.6666666666666666
53.0,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450.0,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,-0.9427055005278475,0,122.5,0.1
35.0,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093.0,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,-0.08808369849803263,0,299.5882352941176,0.058823529411764705
32.0,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309.0,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,-0.018239464960976243,0,482.6363636363636,0.9090909090909091
38.0,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,-0.7464302701713974,0,436.7142857142857,0.14285714285714285
34.0,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121.0,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,-0.07902981637285865,0,640.125,0.0
33.0,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,2686.0,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,-0.8663942083299526,1,244.1818181818182,0.9090909090909091
25.0,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,0.2634009397185428,0,882.8571428571429,0.8571428571428571
45.0,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632.0,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,0.4095564654534941,0,663.2,0.8
23.0,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,-0.6015681561686138,0,1168.3333333333333,0.6666666666666666
47.0,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397.0,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,0.3335685261886411,1,710.7777777777778,0.5555555555555556
34.0,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274.0,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,0.293796115424484,0,896.2857142857143,0.8571428571428571
36.0,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587.0,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,0.718358516508535,0,689.7272727272727,0.9090909090909091
52.0,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258.0,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,-0.35808339758804225,0,709.6666666666666,0.6666666666666666
26.0,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364.0,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,-0.3238079866855979,0,727.3333333333334,0.3333333333333333
29.0,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,-0.3331852217438138,0,361.25,0.6666666666666666
26.0,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326.0,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,-0.012742465099263474,1,760.8571428571429,0.5714285714285714
34.0,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280.0,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,-0.6743225661030475,0,298.1818181818182,0.36363636363636365
54.0,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485.0,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,0.03867065125440303,0,548.5,0.5
27.0,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342.0,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,-0.3309217512125203,0,723.6666666666666,0.6666666666666666
37.0,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,-0.8353523267579275,0,397.42857142857144,0.7142857142857143
38.0,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,0.19873035311015724,0,332.22222222222223,0.8333333333333334
34.0,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381.0,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,-0.31831098682388514,0,625.8571428571429,0.8571428571428571
35.0,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,-0.9032564426967323,0,643.0,0.75
30.0,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833.0,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,-0.4955083941308615,0,479.125,0.25
40.0,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,4903.5,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,-0.14935907930947792,0,544.8333333333334,0.8888888888888888
34.0,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500.0,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,0.36687387829195967,0,928.5714285714286,0.42857142857142855
23.0,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601.0,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,-1.217232140680444,1,800.5,0.0
24.0,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,-0.8638073848656171,0,1347.0,0.5
52.0,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149.0,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,-0.71668180033154,0,314.9,0.5
29.0,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319.0,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,-0.98506473475634,1,1159.5,0.5
33.0,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691.0,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,2.0453989537126063,0,779.4,0.8666666666666667
33.0,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,Sales Executive,1,Single,4903.5,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,-0.14935907930947792,1,700.5,0.42857142857142855
36.0,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228.0,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,-0.04443105253737239,0,475.27272727272725,0.8181818181818182
29.0,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,-0.8618672672673656,0,245.45454545454547,0.9090909090909091
35.0,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506.0,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,-0.9245977362774995,0,313.25,0.25
42.0,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062.0,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,0.2252452936195953,0,673.5555555555555,0.4444444444444444
28.0,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382.0,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,-0.3179876338908432,1,730.3333333333334,0.3333333333333333
36.0,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143.0,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,-1.0419748509717193,0,238.11111111111111,0.5555555555555556
32.0,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162.0,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,0.2575805869237881,0,410.8,0.9333333333333333
40.0,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094.0,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,-0.0877603455649907,0,463.09090909090907,0.09090909090909091
30.0,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877.0,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,0.4887779340487664,0,529.0,0.0
45.0,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274.0,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,-0.9996156167432267,0,1137.0,0.5
42.0,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434.0,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,-0.30117328137266297,0,403.09090909090907,0.8181818181818182
38.0,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288.0,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,0.29832305648707097,0,449.14285714285717,0.2857142857142857
34.0,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553.0,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,-0.909400148424529,0,364.7142857142857,0.7142857142857143
49.0,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654.0,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,0.7400231630223442,1,765.4,0.9
55.0,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160.0,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,-0.06641905198422347,1,396.9230769230769,0.6923076923076923
27.0,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808.0,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,2.4065841799204395,0,1280.8,0.9
35.0,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221.0,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,1.5700701421409726,0,567.8333333333334,0.4444444444444444
28.0,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779.0,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,-0.18961651947319794,0,531.0,0.8888888888888888
34.0,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,3737.0,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,-0.5265502757028866,0,747.4,0.6
26.0,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,2366.0,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,-0.9698671469033695,1,262.8888888888889,0.8888888888888888
27.0,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,1706.0,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,-1.1832800827110417,0,1706.0,0.0
44.0,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,4903.5,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,-0.14935907930947792,0,445.77272727272725,0.45454545454545453
25.0,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,3424.0,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,-0.62775974374501,0,489.14285714285717,0.5714285714285714
33.0,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,4903.5,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8,-0.14935907930947792,0,490.35,0.9
35.0,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,Single,2559.0,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,-0.9074600308262774,0,365.57142857142856,0.8571428571428571
36.0,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201.0,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,0.2701913513124233,0,326.36842105263156,0.9473684210526315
32.0,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403.0,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,-0.3111972222969627,0,489.22222222222223,0.5555555555555556
30.0,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761.0,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,-0.5187898053098803,0,341.90909090909093,0.45454545454545453
53.0,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,Married,10934.0,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,1.800620783399867,0,303.72222222222223,0.1388888888888889
45.0,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761.0,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,1.7446807259836135,0,566.3684210526316,0.2631578947368421
32.0,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,91,4,2,Research Scientist,3,Married,5175.0,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,-0.061568757988594555,0,517.5,0.5
